,article_id,text,label,source
58,111111124,a President who cares about nothing about the country and everything about his narrow self-interest,"Name_Calling,Labeling",train
59,111111124,sheer number,"Exaggeration,Minimisation",train
60,111111124,Agencies scramble,Loaded_Language,train
61,111111124,were scrambling,Loaded_Language,train
62,111111124,has hamstrung the administration for more than 18 months,Loaded_Language,train
63,111111124,disgraced former FBI officials,"Name_Calling,Labeling",train
64,111111124,fired FBI Special Agent,"Name_Calling,Labeling",train
65,111111124,are touting the president’s order,Loaded_Language,train
66,111111124,Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,Causal_Oversimplification,train
67,111111124,a red line that must not be crossed,Loaded_Language,train
68,111111124,This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,Doubt,train
69,111111124,a partisan memo,"Name_Calling,Labeling",train
70,111111124,clear abuse of power,"Name_Calling,Labeling",train
71,111111131,unprecedented,Loaded_Language,train
72,111111131,surreal,Loaded_Language,train
73,111111131,culminated,Loaded_Language,train
74,111111131,fulsome,Loaded_Language,train
75,111111131,triumphant,Loaded_Language,train
76,111111131,extraordinary,Loaded_Language,train
77,111111131,rogue kingdom,"Name_Calling,Labeling",train
78,111111131,despotic leader,"Name_Calling,Labeling",train
79,111111131,dramatic,Loaded_Language,train
80,111111131,forever,"Exaggeration,Minimisation",train
81,111111131,"Trump's gut-driven, norm-shattering tenure","Name_Calling,Labeling",train
82,111111131,People are going to be very impressed,Black-and-White_Fallacy,train
83,111111131,unwavering,Loaded_Language,train
84,111111131,brutal dictator,"Name_Calling,Labeling",train
85,111111131,unthinkable,Loaded_Language,train
86,111111131,acrimonious,Loaded_Language,train
87,111111131,big problem,Loaded_Language,train
88,111111131,big dilemma,Loaded_Language,train
89,111111131,"Working together, we'll get it taken care of",Slogans,train
90,111111131,increasing the drama,Loaded_Language,train
91,111111131,historic,Loaded_Language,train
92,111111131,surreality,Loaded_Language,train
93,111111131,hailed,Loaded_Language,train
94,111111131,historic,Repetition,train
95,111111131,very talented man,"Name_Calling,Labeling",train
96,111111131,brutal,Loaded_Language,train
97,111111131,praising,Loaded_Language,train
98,111111131,very talented,Repetition,train
99,111111131,brutal dictator,Repetition,train
100,111111131,striking,Loaded_Language,train
101,111111131,fierce criticism,Loaded_Language,train
102,111111131,fearsome renegade,Loaded_Language,train
103,111111131,"""absolutely""",Loaded_Language,train
104,111111131,heralded a new era,"Exaggeration,Minimisation",train
105,111111131,historic,Repetition,train
106,111111131,The world,"Exaggeration,Minimisation",train
107,111111131,our soldiers,Flag-Waving,train
108,111111131,our soldiers,Repetition,train
109,111111131,commanding leader,"Name_Calling,Labeling",train
110,111111131,world-altering,"Exaggeration,Minimisation",train
111,111111131,futuristic,"Name_Calling,Labeling",train
112,111111131,dictator,Repetition,train
113,111111132,foundation of lies,Loaded_Language,train
114,111111132,huge,Loaded_Language,train
115,111111132,beneficial,"Name_Calling,Labeling",train
116,111111132,a good thing,"Name_Calling,Labeling",train
117,111111132,Bypassing the class left her vulnerable to bullying,Black-and-White_Fallacy,train
118,111111132,"“You don’t need to be reading this.
You need to be reading the Bible.”",Black-and-White_Fallacy,train
119,111111132,going to hell,Appeal_to_fear-prejudice,train
120,111111132,strongly,Loaded_Language,train
121,111111132,pretty clear,Loaded_Language,train
122,111111132,You are not a Christian,"Name_Calling,Labeling",train
123,111111132,"(Faber was nominated by President George H.W.
Bush.)","Whataboutism,Straw_Men,Red_Herring",train
124,111111132,"very, very",Loaded_Language,train
125,111111132,extremely,Loaded_Language,train
126,111111132,liberty of conscience is not up for a vote,Slogans,train
127,111111132,"If you die tonight.
Heaven or Hell?",Black-and-White_Fallacy,train
128,111111133,ominous encroachment,Loaded_Language,train
129,111111133,grandstanding,Loaded_Language,train
130,111111133,behave or else,Black-and-White_Fallacy,train
131,111111133,ballooned,Loaded_Language,train
132,111111133,testy,Loaded_Language,train
133,111111133,ire,Loaded_Language,train
134,111111133,insults,Loaded_Language,train
135,111111133,overly aggressive,Loaded_Language,train
136,111111133,devoted news consumer,"Name_Calling,Labeling",train
137,111111133,severe,Loaded_Language,train
138,111111133,flouts,Loaded_Language,train
139,111111134,totally false and deliberately libelous,"Name_Calling,Labeling",train
140,111111134,willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange,"Exaggeration,Minimisation",train
141,111111134,I have never,Repetition,train
142,111111134,government-aligned cyberspies,"Name_Calling,Labeling",train
143,111111135,Adolf Hitler as “a very great man,"Bandwagon,Reductio_ad_hitlerum",train
144,111111135,condemn,Repetition,train
145,111111135,filth and degenerate behavior,Loaded_Language,train
146,111111135,Jews were “responsible for all of this filth and degenerate behavior that Hollywood is putting out turning men into women and women into men,Causal_Oversimplification,train
147,111111135,fervently,Loaded_Language,train
148,111111135,condemn,Loaded_Language,train
149,111111135,"Edward E. Curtis IV, the author of “Black Muslim Religion in the Nation of Islam,” said that while estimates ranged wildly about how many bona fide members belonged to the Nation, he believes that there were tens of thousands of members in the 1960s and early 1970s.
But he said that millions of others sympathized with the movement’s anticolonial stance and were inspired by its most famous member, Muhammad Ali",Appeal_to_Authority,train
150,111111135,the white man” as “the white devil,"Name_Calling,Labeling",train
151,111111135,outspokenly and flagrantly anti-Zionist,Loaded_Language,train
152,111111135,his 1984 description of Adolf Hitler as “a very great man,"Exaggeration,Minimisation",train
153,111111135,to condemn,Loaded_Language,train
154,111111135,make me shudder,Loaded_Language,train
155,111111135,harmful and divisive views,Loaded_Language,train
156,111111135,an “outstanding human being,"Exaggeration,Minimisation",train
157,111111135,wildly,Loaded_Language,train
158,111111135,Why were Tamika Mallory and Danny Davis reluctant to denounce him,Doubt,train
159,111111135,monthlong backlash,Loaded_Language,train
160,111111136,stamped out,Loaded_Language,train
161,111111136,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly ... have fought to create for so many years",Flag-Waving,train
162,111111137,poison pill,Loaded_Language,train
163,111111137,the worst school shootings in US history,"Exaggeration,Minimisation",train
164,111111137,hailed,Loaded_Language,train
165,694327499,for “certain” public adulterers,Loaded_Language,train
166,694327499,cunning ecclesiastical politician,Loaded_Language,train
167,694327499,"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does",Causal_Oversimplification,train
168,694327499,And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow,Loaded_Language,train
169,694327499,our intrepid presenters,"Name_Calling,Labeling",train
170,694327499,all those ignorant critics of AL,"Name_Calling,Labeling",train
171,694327499,all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text—,Causal_Oversimplification,train
172,694327499,those ignorant Vatican translators,"Name_Calling,Labeling",train
173,694327499,But such embarrassing truths need not impede the Bergoglian Mercy Train as it barrels toward a train wreck at the end of the line,Loaded_Language,train
174,694327499,Our dynamic translators,"Name_Calling,Labeling",train
175,694327499,synodal charade,Loaded_Language,train
176,694327499,"In a sense, what Bergoglio is doing is worse than explicit heresy",Appeal_to_fear-prejudice,train
177,694327499,"the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a cunning ecclesiastical politician, constantly plotting and scheming to get what he wants","Name_Calling,Labeling",train
178,694327499,the grim reality of this unprecedented pontificate,Loaded_Language,train
179,694327499,the old reliable “mistranslation,Loaded_Language,train
180,694327499,"But wait, there’s more",Thought-terminating_Cliches,train
181,694356862,reckless appeasement,Loaded_Language,train
182,694356862,disastrous,Loaded_Language,train
183,694356862,“It’s a new monster.”,Loaded_Language,train
184,694356862,milquetoast,Loaded_Language,train
185,694356862,Barack Obama's reckless appeasement of the Iranian regime has enabled its rise as a hegemonic threat,Causal_Oversimplification,train
186,694356862,turned his back on millions of dissidents,"Exaggeration,Minimisation",train
187,694356862,giving rise to ISIS’s re-emergence in Iraq,Causal_Oversimplification,train
188,694356862,turning Iraq into a virtual vassal state of the largest state sponsor of terrorism,"Exaggeration,Minimisation",train
189,694356862,legitimized Iran's path to eventually becoming a nuclear-armed state,Causal_Oversimplification,train
190,694356862,American blood,Flag-Waving,train
191,694356862,could actually accelerate the cycle of violence and perpetuate conflict rather than get us to a sustainable outcome,Appeal_to_fear-prejudice,train
192,694356862,Whether the Trump administration follows through remains to be seen,Doubt,train
193,694356862,virtual vassal,Loaded_Language,train
194,694811415,Paddock could not have carried out the massacre,Black-and-White_Fallacy,train
195,694811415,"I’m not a big conspiracy theory guy, but it don’t sit right",Thought-terminating_Cliches,train
196,694811415,Paddock’s body may have been left in the hotel room while other assailants carried out the shooting,Doubt,train
197,694811415,"after virtually every terror attack and mass shooting, friends and neighbors express shock","Bandwagon,Reductio_ad_hitlerum",train
198,694811415,I can tell you 100% this is not that kind of guy,Appeal_to_Authority,train
199,694811415,It’s gotta be a set-up,Doubt,train
200,695833178,This throws their entire narrative into question and makes one wonder what else is being hidden from the public?,Doubt,train
201,695833178,seemingly covering up the ISIS connection,Doubt,train
202,695833178,Laura Loomer proves that authorities have directly lied to the American people,Appeal_to_Authority,train
203,695833178,so-called evidence,Doubt,train
204,695833178,lied to the American people,Flag-Waving,train
205,695833178,What Else Are They Hiding?,Doubt,train
206,695833178,proving that the FBI specifically lied to the country,Repetition,train
207,695833178,lied to the country,Flag-Waving,train
208,695833178,"According to Loomer, she obtained the image from a source which shows that Paddock’s car first arrived September 25th",Appeal_to_Authority,train
209,695833178,so-called evidence,"Name_Calling,Labeling",train
210,695833178,cannot be trusted and should be considered as disinformation,Doubt,train
211,696246189,it was a suicide note,Repetition,train
212,696246189,"While officials did not reveal the woman’s name, they did tell reporters she was a prostitute","Whataboutism,Straw_Men,Red_Herring",train
213,696246189,ammunition was purchased under someone else’s name,Repetition,train
214,696246189,ammo was bought under someone else’s name,Repetition,train
215,696264594,anti-Israel BDS hate group,"Name_Calling,Labeling",train
216,696264594,accused Jews of drinking blood,Loaded_Language,train
217,696264594,"EU no longer considers #Hamas a terrorist group.
Time for US to do same.""","Bandwagon,Reductio_ad_hitlerum",train
218,696264594,Holocaust Syndrome” of entitlement,Loaded_Language,train
219,696264594,Hezbollah as “an armed-resistance movement”,"Name_Calling,Labeling",train
220,696264594,an anti-Israel,Repetition,train
221,696264594,Its perversion,Loaded_Language,train
222,696264594,accused Jews of drinking blood,Loaded_Language,train
223,696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Appeal_to_fear-prejudice,train
224,696264594,"Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
Being Jewish is highly identified with being white because of Zionism",Flag-Waving,train
225,696264594,simmer,Loaded_Language,train
226,696264594,We all have choices to make,Thought-terminating_Cliches,train
227,696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",Black-and-White_Fallacy,train
228,696694316,just around the corner”,Thought-terminating_Cliches,train
229,696694316,very dirty and unappealing water under the Catholic bridge,Loaded_Language,train
230,696694316,Who can read this without cringing at what we now know was about to happen,Loaded_Language,train
231,696694316,"Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it",Loaded_Language,train
232,696694316,"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard.
It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept.
It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”",Loaded_Language,train
233,696694316,it was outright wicked,Loaded_Language,train
234,696694316,this sacramental reality that was about to be catastrophically obscured,Loaded_Language,train
235,696694316,"…it is not allowable to emphasize what is called the “communal” Mass to the disparagement of Masses celebrated in private, or to exaggerate the element of sacramental sign as if the symbolism, which all certainly admit in the Eucharist, expresses fully and exhausts completely the mode of Christ’s presence in this sacrament",Black-and-White_Fallacy,train
236,696694316,"Nor is it allowable to discuss the mystery of transubstantiation without mentioning what the Council of Trent stated about the marvelous conversion of the whole substance of the bread into the Body and of the whole substance of the wine into the Blood of Christ, speaking rather only of what is called “transignification” and “transfiguration,”",Black-and-White_Fallacy,train
237,696694316,"We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second.
They are men who refuse to bend the knee before the God whom they will not serve",Appeal_to_fear-prejudice,train
238,696694316,The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist,"Bandwagon,Reductio_ad_hitlerum",train
239,696694316,is demonically brilliant,Loaded_Language,train
240,696694316,will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration,Loaded_Language,train
241,696694316,"But whatever its flaws, Mysterium Fidei is the one I found, and I’m convinced it wasn’t an accident",Thought-terminating_Cliches,train
242,696694316,pernicious nonsense,Loaded_Language,train
243,696694316,"If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant",Black-and-White_Fallacy,train
244,696694316,"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall",Appeal_to_fear-prejudice,train
245,696735702,why weren’t the police rushing to the scene immediately,Doubt,train
246,696735702,constantly changing story,Doubt,train
247,696735702,While we may never know the exact circumstances,Doubt,train
248,697063039,"As the days have become weeks, the weeks will become months, and survival will get more difficult",Thought-terminating_Cliches,train
249,697063039,a natural disaster of a magnitude not seen in over a century,"Exaggeration,Minimisation",train
250,697063039,the unprecedented level of destruction,"Exaggeration,Minimisation",train
251,697063039,the hurricane-ravaged island,"Name_Calling,Labeling",train
252,697063039,wrath,Loaded_Language,train
253,697063039,devastated,Loaded_Language,train
254,697063039,we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,Flag-Waving,train
255,697063039,hurricane-ravaged,Loaded_Language,train
256,697444415,series of shocking comments,Loaded_Language,train
257,697444415,Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel,"Whataboutism,Straw_Men,Red_Herring",train
258,697444415,huge bombshell,Loaded_Language,train
259,697444415,we are not being told what actually happened that fateful night,Doubt,train
260,697444415,a huge bombshell in the ongoing investigation,Doubt,train
261,697454736,while Francis does nothing,"Whataboutism,Straw_Men,Red_Herring",train
262,697454736,"Mr. Ferrara, however, bases his critique upon an assumption that the “generous response” offered to God is a sin.
This, though, is not what AL is saying","Whataboutism,Straw_Men,Red_Herring",train
263,697454736,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order",Appeal_to_Authority,train
264,697454736,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a “move away from sin” is what is pleasing to God, even if the moral norm is not adhered to, is sophistical",Doubt,train
265,697454736,A moral catastrophe is self-evidently underway and it is not possible honestly to deny its cause,Appeal_to_fear-prejudice,train
266,697454736,with an open heart and mind,Thought-terminating_Cliches,train
267,697454736,"with an open heart and mind, but above all with open eyes",Loaded_Language,train
268,697454736,"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way","Whataboutism,Straw_Men,Red_Herring",train
269,697454736,"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases",Appeal_to_Authority,train
270,697454736,"Does Mr. Ferrara believe that the Catholic Church under Pope Francis is a “Leviathan Church” and not the Catholic Church?
If this is so, then it would suggest that Mr. Ferrara is refusing submission to the Roman Pontiff and communion with the members of the Church subject to him",Black-and-White_Fallacy,train
271,697454736,Dr. Fastiggi has succumbed to an unfortunate literal-mindedness,Loaded_Language,train
272,697454736,"demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse",Loaded_Language,train
273,697454736,I respectfully suggest that Dr. Fastiggi’s comments evince a need for serious study and reflection before he ventures further opinions on this controversy in public,Doubt,train
274,697454736,Irony of ironies,Loaded_Language,train
275,697454736,foot soldiers of a Leviathan Church,"Name_Calling,Labeling",train
276,697472447,What exactly do they want us to believe?,Doubt,train
277,697472447,There are obviously certain things that the FBI and other investigators seem intent on covering up,Doubt,train
278,697472447,so why change the narrative to make it even more unbelievable?,Doubt,train
279,697959084,Slowly but surely,Thought-terminating_Cliches,train
280,697959084,astonishing eyewitness report,Loaded_Language,train
281,697959084,"Keep in mind, this is all information that the police and the FBI has hidden",Doubt,train
282,697959084,"Keep in mind, this is all information that the police and the FBI has hidden from the American people",Flag-Waving,train
283,697959084,it is strikingly obvious that authorities have lied to the American people,Repetition,train
284,697959084,One can only speculate as to what the reasons for these lies actually are?,Doubt,train
285,697996062,less glamorous,"Name_Calling,Labeling",train
286,697996062,you move closer to legalizing all illegals,"Exaggeration,Minimisation",train
287,698018235,"Any Jew who opposes the Occupation — or opposes Zionism itself — knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations,""",Appeal_to_fear-prejudice,train
288,698018235,"people who hate the existence of Jewish nationhood.
Not of Jewish nationhood itself","Bandwagon,Reductio_ad_hitlerum",train
289,698018235,radical anti-Israel hate group,"Name_Calling,Labeling",train
290,698018235,anti-Israel BDS hate group,"Name_Calling,Labeling",train
291,698018235,accused Jews of drinking blood,Loaded_Language,train
292,698018235,anti-Semite,"Name_Calling,Labeling",train
293,698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same.""","Bandwagon,Reductio_ad_hitlerum",train
294,698018235,anti-Israel,Repetition,train
295,698018235,go whine to the New York Times some more,Loaded_Language,train
296,698018235,burn crosses on their lawn,Loaded_Language,train
297,698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same",Appeal_to_Authority,train
298,698018235,terrified,Loaded_Language,train
299,698018235,"If our Jewish institutions — particularly the American Jewish Historical Society — cannot accommodate dissent, and effectively exclude all Jewish anti-Zionists, then they have not only lost a rapidly growing Jewish population, but they have lost a key aspect of their Jewishness",Black-and-White_Fallacy,train
300,698018235,knapsack of entitled nonsense,Loaded_Language,train
301,698018235,whining,Loaded_Language,train
302,698018235,It's resistance to a propaganda campaign intended to attack the human rights of the Jewish people,"Bandwagon,Reductio_ad_hitlerum",train
303,698018235,Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn,Black-and-White_Fallacy,train
304,698092698,conspiracy theorists”,"Name_Calling,Labeling",train
305,698092698,Are they for real,Repetition,train
306,698092698,"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive",Doubt,train
307,698092698,That raised a number of question,Doubt,train
308,698092698,Are they for real?,Doubt,train
309,698092698,"Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened?
Are they for real?",Doubt,train
310,698092698,contradicting a timeline they had offered earlier this week…,Doubt,train
311,698092698,These discrepancies on basic facts are feeding conspiracy theories,Doubt,train
312,698503276,fiasco,Loaded_Language,train
313,698503276,trying to clean up the mess,Loaded_Language,train
314,698503276,"reckless abandonment of facts in favor of ego and ideology""",Loaded_Language,train
315,698503276,lying to the American people.”,Flag-Waving,train
316,698503276,recklessly abandoned the facts,Repetition,train
317,698503276,The Obama administration lied to the American people,Repetition,train
318,698503276,This was another lie,Repetition,train
319,698503276,Obama administration lied about that too,Repetition,train
320,698503276,"the US Administration and Congress to consider the implications to the security of the US and its allies before taking any steps that might undermine the JCPOA, such as re-imposing sanctions on Iran lifted under the agreement.”",Appeal_to_fear-prejudice,train
321,698503276,disastrous nuclear deal,Loaded_Language,train
322,698503276,It was the Obama administration that recklessly abandoned the facts in pressing ahead with the deal,"Whataboutism,Straw_Men,Red_Herring",train
323,698503276,Israel must be wiped out”,Slogans,train
324,698503276,shamelessly denied,Loaded_Language,train
325,698503276,let’s just kick the can down the road,Loaded_Language,train
326,698503276,phony agreements,Loaded_Language,train
327,698503276,North Korea’s actions over the last 23 years have proven that making concessions to a rogue regime in order to obtain denuclearization commitments is so dangerous that President Trump does not want to make the same mistake with Iran,Appeal_to_fear-prejudice,train
328,698503276,"Appeasement through phony deals with a rogue dictatorship does not work, as proven by the infamous Munich Pact signed by British and French Prime Ministers Neville Chamberlain and Edouard Daladier with German Chancellor Adolf Hitler seventy-nine years ago","Bandwagon,Reductio_ad_hitlerum",train
329,698503276,phony deals,Loaded_Language,train
330,698719689,huge concern for many,"Bandwagon,Reductio_ad_hitlerum",train
331,698719689,extremely,Loaded_Language,train
332,698719689,unprecedented,Loaded_Language,train
333,698719689,difficult at best,Loaded_Language,train
334,698719689,the likelihood that this disease will move to other more densely populated regions of the planet has become a huge concern for many,Appeal_to_fear-prejudice,train
335,698719689,making cures in underdeveloped regions of the globe difficult at best,Appeal_to_fear-prejudice,train
336,698719689,black death,"Name_Calling,Labeling",train
337,698780559,they want the public to believe,Doubt,train
338,698780559,His mere existence appears to have been fabricated by the very authorities who are cramming lies down our throats about this massacre for the sake of political agendas,Doubt,train
339,698780559,mysteriously vanished into thin air,Doubt,train
340,698780559,Mysteriously Vanished Into Thin Air,Repetition,train
341,698780559,cramming lies down our throats,Loaded_Language,train
342,698780559,vanishing into thin air,Repetition,train
343,698780559,they desperately want us to believe,Doubt,train
344,699142854,the threat Iran constitutes to US national security and interests,Appeal_to_fear-prejudice,train
345,699142854,"a menace to the US, its allies and international security as a whole",Appeal_to_fear-prejudice,train
346,699142854,murderous regime,Loaded_Language,train
347,699142854,Iran’s long rap sheet of aggression against America,Flag-Waving,train
348,699142854,seizure and hostage crisis,Loaded_Language,train
349,699142854,Trump described Iran’s crimes and acts of war against America,Flag-Waving,train
350,699142854,sponsorship of terrorism,Appeal_to_fear-prejudice,train
351,699142854,"aggressive and illicit acts against the US, its interests and allies",Repetition,train
352,699142854,"Unfortunately, it is also likely, indeed, it is more likely, that his words will not be translated into policies to achieve these critical aims",Doubt,train
353,699142854,ugly public fight,Loaded_Language,train
354,699142854,the most outspoken supporter,"Name_Calling,Labeling",train
355,699142854,the authoritarian theocrats,"Name_Calling,Labeling",train
356,699142854,overarching hostility and aggression,Loaded_Language,train
357,699142854,It won’,Repetition,train
358,699142854,it won’t bring,Repetition,train
359,699142854,It won’t destroy,Repetition,train
360,699142854,deal won’t destroy,Repetition,train
361,699142854,"If they fail, the possibility Trump created will be lost, perhaps irrevocably",Causal_Oversimplification,train
362,699291100,sordid,Loaded_Language,train
363,699291100,Threatened,Repetition,train
364,699291100,threatened,Repetition,train
365,699291100,threatened,Repetition,train
366,699291100,threatened,Repetition,train
367,699291100,threatened,Repetition,train
368,699291100,threats,Repetition,train
369,699291100,largely ignored it,Loaded_Language,train
370,699291100,harsh position,Loaded_Language,train
371,699478811,point to Iran’s positioning itself for more aggressive military actions that could place U.S. forces in harm’s way,Appeal_to_fear-prejudice,train
372,699478811,"its aggressive, destabilizing, and unlawful behavior",Loaded_Language,train
373,699478811,unlawful behavior,Repetition,train
374,699478811,it tells us that we will soon have another North Korea on our hands,"Bandwagon,Reductio_ad_hitlerum",train
375,699478811,They are a perfect match for each other,Thought-terminating_Cliches,train
376,699478811,putting the Revolutionary Guard in the terrorist lists with terrorist groups can be very costly to the United States and its military bases and forces in the region.”,Appeal_to_fear-prejudice,train
377,699478811,the stupidity of the American government,Loaded_Language,train
378,699478811,"The Iraqi branch of Iran’s terrorist proxy Hezbollah has vowed that once ISIS is defeated it will start killing Americans, as it has done before",Appeal_to_fear-prejudice,train
379,699478811,outlaw behavior,Loaded_Language,train
380,699478811,caught red-handed,Loaded_Language,train
381,699478811,They are a perfect match for each other,Causal_Oversimplification,train
382,699478811,to kick the can down the road as usual,Loaded_Language,train
383,699478811,"Thus, it is threatening U.S. forces and bases in the region",Appeal_to_fear-prejudice,train
384,699478811,"This will not only serve to bolster the Assad regime, but it also will strengthen Iran's ability to follow through on its threats to the U.S. and its allies, principally Israel",Appeal_to_fear-prejudice,train
385,699478811,To do otherwise would be foolish.”,Appeal_to_fear-prejudice,train
